127.0.0.1 - - [04/Apr/2023:19:11:49 +0530] "GET /phpmyadmin/ HTTP/1.1" 200 2468
127.0.0.1 - - [04/Apr/2023:19:11:51 +0530] "GET /phpmyadmin/js/querywindow.js HTTP/1.1" 200 11069
127.0.0.1 - - [04/Apr/2023:19:11:51 +0530] "GET /phpmyadmin/main.php?lang=en-utf-8&convcharset=iso-8859-1&collation_connection=utf8_unicode_ci&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 52701
127.0.0.1 - - [04/Apr/2023:19:11:51 +0530] "GET /phpmyadmin/navigation.php?lang=en-utf-8&convcharset=iso-8859-1&collation_connection=utf8_unicode_ci&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 3508
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/js/tooltip.js HTTP/1.1" 200 5228
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/js/navigation.js HTTP/1.1" 200 3916
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/js/functions.js HTTP/1.1" 200 40823
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_help.png HTTP/1.1" 200 229
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/logo_left.png HTTP/1.1" 200 6854
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_info.png HTTP/1.1" 200 234
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_home.png HTTP/1.1" 200 370
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/window-new.png HTTP/1.1" 200 583
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_selboard.png HTTP/1.1" 200 274
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/print.css HTTP/1.1" 200 1063
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_docs.png HTTP/1.1" 200 292
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/themes/original/img/b_sqlhelp.png HTTP/1.1" 200 287
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/phpmyadmin.css.php?token=5b0f516a10fdf9cd92d0770aa59239de&js_frame=right&nocache=4099490388 HTTP/1.1" 200 20584
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_asci.png HTTP/1.1" 200 254
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/logo_right.png HTTP/1.1" 200 5658
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/item_ltr.png HTTP/1.1" 200 173
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_host.png HTTP/1.1" 200 316
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/b_newdb.png HTTP/1.1" 200 408
127.0.0.1 - - [04/Apr/2023:19:11:52 +0530] "GET /phpmyadmin/phpmyadmin.css.php?token=5b0f516a10fdf9cd92d0770aa59239de&js_frame=left&nocache=4099490388 HTTP/1.1" 200 4100
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_vars.png HTTP/1.1" 200 306
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_status.png HTTP/1.1" 200 313
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_process.png HTTP/1.1" 200 362
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/b_engine.png HTTP/1.1" 200 362
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_rights.png HTTP/1.1" 200 512
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_db.png HTTP/1.1" 200 285
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_reload.png HTTP/1.1" 200 245
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/b_export.png HTTP/1.1" 200 313
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/b_import.png HTTP/1.1" 200 310
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_lang.png HTTP/1.1" 200 422
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_theme.png HTTP/1.1" 200 737
127.0.0.1 - - [04/Apr/2023:19:11:53 +0530] "GET /phpmyadmin/themes/original/img/s_warn.png HTTP/1.1" 200 261
127.0.0.1 - - [04/Apr/2023:19:11:55 +0530] "GET /phpmyadmin/favicon.ico HTTP/1.1" 200 18902
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET / HTTP/1.1" 200 4066
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET /index.php?img=gifLogo HTTP/1.1" 200 5172
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET /index.php?img=pngPlugin HTTP/1.1" 200 548
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET /index.php?img=pngWrench HTTP/1.1" 200 741
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET /index.php?img=pngFolderGo HTTP/1.1" 200 694
127.0.0.1 - - [04/Apr/2023:19:12:05 +0530] "GET /index.php?img=favicon HTTP/1.1" 200 13262
127.0.0.1 - - [04/Apr/2023:19:17:17 +0530] "GET /phpmyadmin/navigation.php?lang=en-utf-8&convcharset=iso-8859-1&collation_connection=utf8_unicode_ci&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 3508
127.0.0.1 - - [04/Apr/2023:19:17:17 +0530] "GET /phpmyadmin/main.php?lang=en-utf-8&convcharset=iso-8859-1&collation_connection=utf8_unicode_ci&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 52701
127.0.0.1 - - [04/Apr/2023:19:17:23 +0530] "POST /phpmyadmin/db_create.php HTTP/1.1" 200 9270
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/navigation.php?db=client_fingerprint&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 4174
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_props.png HTTP/1.1" 200 294
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_newtbl.png HTTP/1.1" 200 409
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/s_notice.png HTTP/1.1" 200 247
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/error.ico HTTP/1.1" 200 318
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_tblops.png HTTP/1.1" 200 345
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_sql.png HTTP/1.1" 200 322
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_search.png HTTP/1.1" 200 605
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/themes/original/img/b_deltbl.png HTTP/1.1" 200 364
127.0.0.1 - - [04/Apr/2023:19:17:24 +0530] "GET /phpmyadmin/navigation.php?server=1&db=client_fingerprint&table=&lang=en-utf-8&collation_connection=utf8_unicode_ci HTTP/1.1" 200 4174
127.0.0.1 - - [04/Apr/2023:19:17:25 +0530] "GET /phpmyadmin/db_import.php?db=client_fingerprint&token=5b0f516a10fdf9cd92d0770aa59239de&goto=db_structure.php HTTP/1.1" 200 13233
127.0.0.1 - - [04/Apr/2023:19:17:44 +0530] "POST /phpmyadmin/import.php HTTP/1.1" 200 27185
127.0.0.1 - - [04/Apr/2023:19:17:45 +0530] "GET /phpmyadmin/navigation.php?db=client_fingerprint&token=5b0f516a10fdf9cd92d0770aa59239de HTTP/1.1" 200 7523
127.0.0.1 - - [04/Apr/2023:19:17:45 +0530] "GET /phpmyadmin/themes/original/img/b_sbrowse.png HTTP/1.1" 200 197
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET / HTTP/1.1" 200 4050
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET /index.php?img=gifLogo HTTP/1.1" 200 5172
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET /index.php?img=pngPlugin HTTP/1.1" 200 548
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET /index.php?img=pngFolder HTTP/1.1" 200 850
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET /index.php?img=pngWrench HTTP/1.1" 200 741
127.0.0.1 - - [04/Apr/2023:19:17:54 +0530] "GET /index.php?img=pngFolderGo HTTP/1.1" 200 694
127.0.0.1 - - [04/Apr/2023:19:17:58 +0530] "GET /client_fingerprint HTTP/1.1" 301 244
127.0.0.1 - - [04/Apr/2023:19:17:58 +0530] "GET /client_fingerprint/ HTTP/1.1" 200 23062
127.0.0.1 - - [04/Apr/2023:19:17:58 +0530] "GET /client_fingerprint/assets/css/flaticon.css HTTP/1.1" 200 1080
127.0.0.1 - - [04/Apr/2023:19:17:58 +0530] "GET /client_fingerprint/assets/css/owl.carousel.min.css HTTP/1.1" 200 2936
127.0.0.1 - - [04/Apr/2023:19:17:58 +0530] "GET /client_fingerprint/assets/css/animate.min.css HTTP/1.1" 200 56048
